Book_Name,Author,Rating,Number_of_Reviews,Price,Description_Clean,Listening_Time_Minutes,Genres,Rating_Category,Price_Category,Length_Category,Popularity_Score,Description_Length,Data_Source,Description_Processed,Title_Processed,Genres_Text,Combined_Text,Cluster_KMeans,Cluster_DBSCAN,PCA_1,PCA_2,TSNE_1,TSNE_2
Frankissstein: A Love Story,Jeanette Winterson,4.4,109,752.0,Longlisted for the Booker Prize 2019,490.0,[],Very Good,Medium-High,Long,4.7004805,36,advanced_only,longlisted booker prize,frankissstein love,,frankissstein love longlisted booker prize,2,0,-0.05434896716052856,-0.9595156201427821,-13.807307,13.162404
Frederica,Georgette Heyer,4.6,624,748.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,Medium-High,Long,6.437752,122,advanced_only,sorry need make sure robot best result please make sure browser accepting cooky,frederica,,frederica sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.19215543161056065,-3.9098960602947255,-22.141418,-63.01282
Free Excerpt: Star Wars: Heir to the Empire - Behind the Scenes,Timothy Zahn,5.0,1,0.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,Low,Long,0.6931472,122,both,sorry need make sure robot best result please make sure browser accepting cooky,free excerpt star war heir empire behind scene,,free excerpt star war heir empire behind scene sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.06373361306471557,-2.938584083704713,-23.503132,-30.57064
"FREE FIRST CHAPTER: Organisations Don't Tweet, People Do: A Manager's Guid to the Social Web",Euan Semple,4.5,0,0.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,Low,Long,0.0,122,both,sorry need make sure robot best result please make sure browser accepting cooky,free first organisation tweet people manager guid social web,,free first organisation tweet people manager guid social web sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.03531446763466402,-3.2918412886763933,-2.2508845,-49.80815
"Free Interview: Susie Bright Speaks with Paul Bloom, Author of How Pleasure Works",Paul Bloom,4.5,0,0.0,"In this excerpt from In Bed with Susie Bright, Susie interviews Yale psychologist Paul Bloom about his fascinating best-selling book How Pleasure Works: The New Science of Why We Like What We Like. Paul and Susie talk about the pleasures of sex and how we perceive them.",32.0,['5 star'],Excellent,Low,Short,0.0,270,both,excerpt bed susie bright susie interview yale psychologist paul bloom fascinating best selling pleasure work new science like like paul susie talk pleasure sex perceive,free interview susie bright speaks paul bloom pleasure work,star,free interview susie bright speaks paul bloom pleasure work excerpt bed susie bright susie interview yale psychologist paul bloom fascinating best selling pleasure work new science like like paul susie talk pleasure sex perceive star,2,0,0.19263556282984776,-1.3200212972664496,3.9328392,-4.807278
Free to Focus: A Total Productivity System to Achieve More by Doing Less,Michael Hyatt,4.7,362,703.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,Medium-High,Long,5.894403,122,both,sorry need make sure robot best result please make sure browser accepting cooky,free focus total productivity system achieve less,,free focus total productivity system achieve less sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.03679845864800545,-3.2777449586189475,-0.7407776,-36.142525
FREE: Professional Integrity (A Riyria Chronicles Tale),Michael J. Sullivan,4.5,0,0.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",490.0,[],Excellent,Low,Long,0.0,228,both,oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,free professional integrity riyria chronicle tale,,free professional integrity riyria chronicle tale oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,2,0,-2.8149455375242667,14.06741482498525,-12.631386,57.147057
FREE: The Undead: Deleted Scene,R R Haywood,4.5,0,0.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",490.0,[],Excellent,Low,Long,0.0,228,both,oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,free undead deleted scene,,free undead deleted scene oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,2,0,-2.9920754449808196,15.103824328946972,-11.855342,61.161087
Freedom from Nervous Suffering,Dr. Claire Weekes,4.2,28,444.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",490.0,[],Very Good,Low,Long,3.3672957,228,both,oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,freedom nervous suffering,,freedom nervous suffering oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,2,0,-3.070398128303813,14.896406917537043,-6.845077,54.257652
"Frenemies Forever: Dork Diaries, Book 11",Rachel Renée Russell,4.7,474,664.0,"Nikki Maxwell, Queen of the Dorks, is back in the 11th instalment of the New York Times best-selling series! Nikki Maxwell has the worst luck. Of all the schools she could have been assigned to for the student exchange week program, she's stuck at North Hampton Hills, her archnemesis MacKenzie Hollister's new school. Even worse, there might just be someone at NHH who can out-MacKenzie MacKenzie! At least Nikki can write about every moment of drama in her diary, so listeners won't miss a moment of it. Can the Queen of the Dorks survive a week at the head CCP's new school, or will it be a dorky disaster?",166.0,"['931 in Audible Audiobooks & Originals', 'Literature & Fiction for Children', ""509 in Children's Literature & Fiction""]",Excellent,Medium-Low,Short,6.163315,609,advanced_only,nikki maxwell queen dork back instalment new york time best selling nikki maxwell worst luck school could assigned student exchange week program stuck north hampton hill archnemesis mackenzie hollister new school even worse might someone nhh mackenzie mackenzie least nikki every moment drama diary listener miss moment queen dork survive week head ccp new school dorky disaster,frenemies forever dork diary,audible audiobooks original literature fiction child child literature fiction,frenemies forever dork diary nikki maxwell queen dork back instalment new york time best selling nikki maxwell worst luck school could assigned student exchange week program stuck north hampton hill archnemesis mackenzie hollister new school even worse might someone nhh mackenzie mackenzie least nikki every moment drama diary listener miss moment queen dork survive week head ccp new school dorky disaster audible audiobooks original literature fiction child child literature fiction,2,0,0.2961651519711361,-1.901229785403588,-42.48653,-10.617205
"Fresh Floods: Ponniyin Selvan, Book 1",Kalki R. Krishnamurthy,4.7,44,836.0,"Ponniyin Selvan is Kalki’s magnum opus based in the 10th century and presents the early life of Rajaraja and the kings of Chozha Empire. Though written more than 60 years ago, this saga is timeless, reeling the listeners in its gripping plot which is interwoven with intrigue, conspiracies, and romance.",927.0,"['911 in Audible Audiobooks & Originals', 'Classic Literature', '841 in Classic Fiction']",Excellent,Medium-High,Very Long,3.8066626,303,both,ponniyin selvan kalki magnum opus based century present early life rajaraja king chozha empire though year ago saga timeless reeling listener gripping plot interwoven intrigue conspiracy romance,fresh flood ponniyin selvan,audible audiobooks original classic literature classic fiction,fresh flood ponniyin selvan ponniyin selvan kalki magnum opus based century present early life rajaraja king chozha empire though year ago saga timeless reeling listener gripping plot interwoven intrigue conspiracy romance audible audiobooks original classic literature classic fiction,2,0,0.11327026624014921,-2.575277641031037,-27.443417,3.8499334
From Death to Birth: Understanding Karma and Reincarnation,Pandit Rajmani Tigunait Ph.D.,4.0,30,374.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",490.0,[],Very Good,Low,Long,3.4339871,228,advanced_only,oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,death birth understanding karma reincarnation,,death birth understanding karma reincarnation oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,2,0,-3.000353291013114,14.50694565643703,-6.756684,55.55727
From Impossible to Inevitable: How Hyper-Growth Companies Create Predictable Revenue,Aaron Ross,4.7,76,668.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,Medium-Low,Long,4.3438053,122,advanced_only,sorry need make sure robot best result please make sure browser accepting cooky,impossible inevitable hyper growth company create predictable revenue,,impossible inevitable hyper growth company create predictable revenue sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.12507394401379984,-2.891819030174241,-2.1133177,-46.994183
From Impossible to Inevitable: How SaaS and Other Hyper-Growth Companies Create Predictable Revenue: 2nd Edition,Aaron Ross,4.4,29,586.0,"Why are you struggling to grow your business when everyone else seems to be crushing their goals? If you needed to triple revenue within the next three years, would you know exactly how to do it? Doubling the size of your business, tripling it, even growing 10 times larger isn't about magic. It's not about privileges, luck, or working harder. There's a template that the world's fastest-growing companies follow to achieve and sustain much, much faster growth.",672.0,"['524 in Audible Audiobooks & Originals', 'Business Development', 'Business Sales', 'Marketing']",Very Good,Medium-Low,Long,3.4011974,462,both,struggling grow business everyone else seems crushing goal needed triple revenue within next three year would know exactly doubling size business tripling even growing time larger magic privilege luck working harder template world fastest growing company follow achieve sustain much much faster growth,impossible inevitable saas hyper growth company create predictable revenue,audible audiobooks original business development business sale marketing,impossible inevitable saas hyper growth company create predictable revenue struggling grow business everyone else seems crushing goal needed triple revenue within next three year would know exactly doubling size business tripling even growing time larger magic privilege luck working harder template world fastest growing company follow achieve sustain much much faster growth audible audiobooks original business development business sale marketing,2,0,2.212746789209905,-1.209406687446395,36.2366,-9.244993
"Frozen Enemies: Hyperspace High, Book 2",Zac Harrison,4.5,3,303.0,John learns that museums in outer space are anything but boring when his class travels to the museum planet of Archivus Major. But the field trip goes badly wrong when two rival tribes of aliens are accidentally released from cryogenic storage.,490.0,[],Excellent,Low,Long,1.3862944,244,both,john learns museum outer space anything boring class travel museum planet archivus major field trip go badly wrong two rival tribe alien accidentally released cryogenic storage,frozen enemy hyperspace high,,frozen enemy hyperspace high john learns museum outer space anything boring class travel museum planet archivus major field trip go badly wrong two rival tribe alien accidentally released cryogenic storage,2,0,-0.037127252371422205,-1.3491275549600545,3.9778152,8.897853
"Full Catastrophe Living: Using the Wisdom of Your Body and Mind to Face Stress, Pain, and Illness",Jon Kabat-Zinn,4.6,1237,754.0,"By using the practices described within, you can learn to manage chronic pain resulting from illness and/or stress-related disorders, discover the roles that anger and tension play in heart disease, reduce anxiety and feelings of panic, and improve overall quality of life and relationships through mindfulness meditation and mindful yoga. More timely than ever before, Full Catastrophe Living is a book for the young and the old, the well, the ill, and anyone trying to live a healthier and saner life in today's world.",359.0,"['197 in Audible Audiobooks & Originals', 'Stress Management', 'Alternative & Complementary Medicine', 'Mental & Spiritual Healing']",Excellent,Medium-High,Medium,7.1212525,520,advanced_only,using practice described within learn manage chronic pain resulting illness stress related disorder discover role anger tension play heart disease reduce anxiety feeling panic improve overall quality life relationship mindfulness meditation mindful yoga timely ever full catastrophe living young old well ill anyone trying live healthier saner life today world,full catastrophe living using wisdom body mind face stress pain illness,audible audiobooks original stress management alternative complementary medicine mental spiritual healing,full catastrophe living using wisdom body mind face stress pain illness using practice described within learn manage chronic pain resulting illness stress related disorder discover role anger tension play heart disease reduce anxiety feeling panic improve overall quality life relationship mindfulness meditation mindful yoga timely ever full catastrophe living young old well ill anyone trying live healthier saner life today world audible audiobooks original stress management alternative complementary medicine mental spiritual healing,2,-1,0.3365608282741755,-2.0300033031977534,15.168782,-28.53775
Full Tilt: Ireland to India with a Bicycle,Dervla Murphy,4.7,167,633.0,"Full Tilt is the inspiring true story of Dervla Murphy's 1963 journey from Ireland to India on an Armstrong Cadet bicycle, and the trials, landscapes, and cultures she encountered along the way. The route takes her through the valleys and snowy mountain passes of Europe and India to the scorching deserts of Afghanistan and Pakistan, where the metal of her bicycle, Rozinante (named after Don Quixote's steed), becomes too hot to touch. She travels alone, without luxuries, sleeping on the floors of teahouses or on blankets outdoors, vulnerable to wild animals, insects, and thieves. However, she is often met with generosity and kindness, and shares many meaningful encounters with the locals. Her portrayal here gives a fascinating insight into the unique communities of the Middle East in the early 1960s.",490.0,[],Excellent,Medium-Low,Long,5.123964,810,both,full tilt inspiring true dervla murphy journey ireland india armstrong cadet bicycle trial landscape culture encountered along way route take valley snowy mountain pass europe india scorching desert afghanistan pakistan metal bicycle rozinante named quixote steed becomes hot touch travel alone without luxury sleeping floor teahouse blanket outdoors vulnerable wild animal insect thief however often met generosity kindness share many meaningful encounter local portrayal give fascinating insight unique community middle east early,full tilt ireland india bicycle,,full tilt ireland india bicycle full tilt inspiring true dervla murphy journey ireland india armstrong cadet bicycle trial landscape culture encountered along way route take valley snowy mountain pass europe india scorching desert afghanistan pakistan metal bicycle rozinante named quixote steed becomes hot touch travel alone without luxury sleeping floor teahouse blanket outdoors vulnerable wild animal insect thief however often met generosity kindness share many meaningful encounter local portrayal give fascinating insight unique community middle east early,2,-1,-0.009241682660992748,-1.5542815640941208,2.7353513,12.133153
Future Shock,Alvin Toffler,4.4,176,1054.0,"Future Shock is about the present. Future Shock is about what is happening today to people and groups who are overwhelmed by change. Change affects our products, communities, organizations - even our patterns of friendship and love.",1011.0,"['006 in Audible Audiobooks & Originals', 'Study of Customs & Traditions', 'Future Studies', 'Sociology']",Very Good,High,Very Long,5.17615,232,advanced_only,future shock present future shock happening today people group overwhelmed change change affect product community organization even pattern friendship love,future shock,audible audiobooks original study custom tradition future study sociology,future shock future shock present future shock happening today people group overwhelmed change change affect product community organization even pattern friendship love audible audiobooks original study custom tradition future study sociology,2,0,0.02360103118901149,-1.612228317402889,14.49983,8.538374
"Game Changers: What Leaders, Innovators and Mavericks Do to Win at Life",Dave Asprey,4.7,435,8735.0,"The best-selling author of Head Strong and The Bulletproof Diet answers the question 'how do I kick more ass?' - providing proven techniques for becoming happier, healthier and smarter, culled from the wisdom and insight of world-class thought leaders and mavericks of science and business.",672.0,"['042 in Audible Audiobooks & Originals', 'Stress Management', 'Self-Esteem', 'Personal Success']",Excellent,High,Long,6.0776424,290,both,best selling head strong bulletproof diet answer question kick as providing proven technique becoming happier healthier smarter culled wisdom insight world class thought leader maverick science business,game changer leader innovator maverick win life,audible audiobooks original stress management self esteem personal success,game changer leader innovator maverick win life best selling head strong bulletproof diet answer question kick as providing proven technique becoming happier healthier smarter culled wisdom insight world class thought leader maverick science business audible audiobooks original stress management self esteem personal success,2,-1,0.49548730968065935,-2.5731520377023087,18.41092,-7.6841326
Gandhi the Man: How One Man Changed Himself to Change the World,Eknath Easwaran,4.5,8,233.0,This is the story of Gandhi's spiritual evolution - the turning points and choices that made him not just a great political leader but also a timeless icon of nonviolence.,135.0,"['157 in Audible Audiobooks & Originals', 'Hindu Biographies', 'Biographies of Politicians', 'Historical Biographies']",Excellent,Low,Short,2.1972246,171,advanced_only,gandhi spiritual evolution turning point choice made great political leader also timeless icon nonviolence,gandhi man one man changed change world,audible audiobooks original hindu biography biography politician historical biography,gandhi man one man changed change world gandhi spiritual evolution turning point choice made great political leader also timeless icon nonviolence audible audiobooks original hindu biography biography politician historical biography,2,0,-0.0045595564259791254,-1.860985467943378,24.535643,29.862263
"Gap Selling: Getting the Customer to Yes: How Problem-Centric Selling Increases Sales by Changing Everything You Know About Relationships, Overcoming Objections, Closing and Price",Keenan,4.7,230,668.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,Medium-Low,Long,5.4424176,122,both,sorry need make sure robot best result please make sure browser accepting cooky,gap selling getting customer yes problem centric selling increase sale changing everything know relationship overcoming objection closing price,,gap selling getting customer yes problem centric selling increase sale changing everything know relationship overcoming objection closing price sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.11653072761146163,-2.736485481287508,-2.604611,-36.34809
Gardens of the Moon: The Malazan Book of the Fallen 1,Ralph Lister,4.1,1412,1093.0,"Random House presents the audiobook edition of Gardens of the Moon: The Malazan Book of the Fallen 1 by Steven Erikson, read by Ralph Lister.",1562.0,"['773 in Audible Audiobooks & Originals', 'Fantasy', '970 in Fantasy', '234 in Contemporary Fiction']",Very Good,High,Very Long,7.2534704,141,both,random house present garden moon malazan fallen steven erikson ralph lister,garden moon malazan fallen,audible audiobooks original fantasy fantasy contemporary fiction,garden moon malazan fallen random house present garden moon malazan fallen steven erikson ralph lister audible audiobooks original fantasy fantasy contemporary fiction,2,0,0.03211597020441319,-1.852986911808655,15.388183,38.39429
Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,4.7,1598,754.0,"Inspired by this stone and intrigued by the lore of Sparta, author Steven Pressfield has brilliantly combined scholarship with storytelling. Narrated by the sole survivor of the epic battle, a squire in the Spartan heavy infantry, Gates of Fire is a mesmerizing depiction of one man's indoctrination into the Spartan way of life and death, and of the legendary men and women who gave the culture an immortal gravity. Culminating in the electrifying and horrifying epic battle, Gates of Fire weaves history, mystery, and heartbreaking romance into a literary tale that brings the Homeric tradition into the 21st century.",375.0,"['772 in Audible Audiobooks & Originals', 'Military Thrillers', 'War & Military Fiction', 'Historical Fiction']",Excellent,Medium-High,Medium,7.377134,619,both,inspired stone intrigued lore sparta steven pressfield brilliantly combined scholarship storytelling sole survivor epic battle squire spartan heavy infantry gate fire mesmerizing depiction one man indoctrination spartan way life death legendary men woman gave culture immortal gravity culminating electrifying horrifying epic battle gate fire weave history mystery heartbreaking romance literary tale brings homeric tradition century,gate fire epic battle thermopylae,audible audiobooks original military thriller war military fiction historical fiction,gate fire epic battle thermopylae inspired stone intrigued lore sparta steven pressfield brilliantly combined scholarship storytelling sole survivor epic battle squire spartan heavy infantry gate fire mesmerizing depiction one man indoctrination spartan way life death legendary men woman gave culture immortal gravity culminating electrifying horrifying epic battle gate fire weave history mystery heartbreaking romance literary tale brings homeric tradition century audible audiobooks original military thriller war military fiction historical fiction,2,0,0.07504655783532656,-2.0400346756817074,-11.13791,7.60451
Gather ‘Round the Sound: Holiday Stories from Beloved Authors and Great Performers Across the Globe,Paulo Coelho,5.0,1,0.0,Gather 'Round the Sound: Holiday Stories from Beloved Authors and Great Performers Across the Globe,490.0,[],Excellent,Low,Long,0.6931472,99,both,gather round sound holiday story beloved author great performer across globe,gather round sound holiday story beloved author great performer across globe,,gather round sound holiday story beloved author great performer across globe gather round sound holiday story beloved author great performer across globe,2,0,-0.04576845838433964,-1.0974417447352942,4.3319144,0.8409241
"Gemina: The Illuminae Files, Book 2",Amie Kaufman,4.7,523,721.0,"Hanna Donnelly is the station captain's pampered daughter, and Nik Malikov is the reluctant member of a notorious crime family.",753.0,"['737 in Audible Audiobooks & Originals', 'Science Fiction for Teens', 'Science Fiction', ""Children's Science Fiction""]",Excellent,Medium-High,Long,6.261492,127,both,hanna donnelly station captain pampered daughter nik malikov reluctant member notorious crime family,gemina illuminae file,audible audiobooks original science fiction teen science fiction child science fiction,gemina illuminae file hanna donnelly station captain pampered daughter nik malikov reluctant member notorious crime family audible audiobooks original science fiction teen science fiction child science fiction,2,0,0.025575223864953606,-1.7361936592910616,-7.34825,-2.2326026
Gender Trouble: Feminism and the Subversion of Identity,Judith Butler,4.4,128,586.0,"One of the most talked-about scholarly works of the past 50 years, Judith Butler's Gender Trouble is as celebrated as it is controversial. Arguing that traditional feminism is wrong to look to a natural, ""essential"" notion of the female, or indeed of sex or gender, Butler starts by questioning the category ""woman"" and continues in this vein with examinations of ""the masculine"" and ""the feminine.""",505.0,"['166 in Audible Audiobooks & Originals', ""Women's Studies"", 'Human Sexuality Psychology', '520 in Society & Culture']",Very Good,Medium-Low,Long,4.8598123,399,both,one talked scholarly work past year judith butler gender trouble celebrated controversial arguing traditional feminism wrong look natural essential notion female indeed sex gender butler start questioning category woman continues vein examination masculine feminine,gender trouble feminism subversion identity,audible audiobooks original woman study human sexuality psychology society culture,gender trouble feminism subversion identity one talked scholarly work past year judith butler gender trouble celebrated controversial arguing traditional feminism wrong look natural essential notion female indeed sex gender butler start questioning category woman continues vein examination masculine feminine audible audiobooks original woman study human sexuality psychology society culture,2,-1,0.04259348291026617,-1.928772268027538,16.274256,10.505172
Gene Keys: Embracing Your Higher Purpose,Richard Rudd,4.7,610,938.0,"Is our destiny written inside our very DNA? Richard Rudd suggests that humanity is on the verge of a major shift in consciousness rooted in a new understanding of how our genes operate. He introduces this fantastic possibility, showing how the ""gene keys"" are an inner language designed to transform our core beliefs about ourselves and raise us to a higher level of awareness.",490.0,[],Excellent,High,Long,6.4150968,377,both,destiny inside dna richard rudd suggests humanity verge major shift consciousness rooted new understanding gene operate introduces fantastic possibility showing gene key inner language designed transform core belief raise higher level awareness,gene key embracing higher purpose,,gene key embracing higher purpose destiny inside dna richard rudd suggests humanity verge major shift consciousness rooted new understanding gene operate introduces fantastic possibility showing gene key inner language designed transform core belief raise higher level awareness,2,0,0.42697424124387223,-1.0253879454539263,19.749712,-1.176835
Genghis Khan and the Making of the Modern World,Jack Weatherford,4.6,1232,1003.0,"The Mongol army led by Genghis Khan subjugated more lands and people in 25 years than the Romans did in 400. In nearly every country the Mongols conquered, they brought an unprecedented rise in cultural communication, expanded trade, and a blossoming of civilization.",860.0,"['112 in Audible Audiobooks & Originals', 'Medieval European History', 'Historical Biographies', 'Asian History']",Excellent,High,Long,7.1172056,267,both,mongol army led genghis khan subjugated land people year roman nearly every country mongol conquered brought unprecedented rise cultural communication expanded trade blossoming civilization,genghis khan making modern world,audible audiobooks original medieval european history historical biography asian history,genghis khan making modern world mongol army led genghis khan subjugated land people year roman nearly every country mongol conquered brought unprecedented rise cultural communication expanded trade blossoming civilization audible audiobooks original medieval european history historical biography asian history,2,0,0.06871601790011539,-2.2588862601488726,4.9180646,21.27547
Genome,Matt Ridley,4.5,391,793.0,"Popular scientist Matt Ridley is renowned as much for accessibility as for learning. Following the success of The Red Queen and The Origins of Virtue, Genome is a Sunday Times top 10 best seller and a Guardian Book of the Year.",867.0,"['444 in Audible Audiobooks & Originals', 'Genetics', 'Biology Books']",Excellent,Medium-High,Long,5.971262,227,both,popular scientist matt ridley renowned much accessibility learning following success red queen origin virtue genome sunday time top best seller guardian year,genome,audible audiobooks original genetics biology book,genome popular scientist matt ridley renowned much accessibility learning following success red queen origin virtue genome sunday time top best seller guardian year audible audiobooks original genetics biology book,2,0,0.3164089908153178,-2.0041457659450748,-42.187637,-14.422619
George's Marvellous Medicine,Roald Dahl,4.7,1454,615.0,Brought to you by Penguin.,490.0,[],Excellent,Medium-Low,Long,7.282761,26,both,brought penguin,george marvellous medicine,,george marvellous medicine brought penguin,2,0,-0.10053432704057713,-0.8465301326332538,15.919552,16.164192
George's Secret Key to the Universe,Lucy Hawking,4.6,494,615.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",490.0,[],Excellent,Medium-Low,Long,6.204558,228,advanced_only,oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,george secret key universe,,george secret key universe oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,2,0,-2.826721948231354,14.019976926564146,-2.7876656,48.465385
Geronimo Stilton #11 & #12,Geronimo Stilton,4.5,0,468.0,"I was so excited about Christmas, I could hardly squeak! My nephew Benjamin and I were going to trim the tree and eat lots of delicious Christmas Cheesy Chews. But before you could say ""cat alert"", disaster struck. I tripped over my tail and ended up in the hospital. And then my mouse hole caught on fire! Holey cheese, this was turning out to be the worst Christmas ever....",140.0,"['Sports Training & Coaching', 'Painting', ""641 in Children's Action & Adventure""]",Excellent,Low,Short,0.0,376,both,excited christmas could hardly squeak nephew benjamin going trim tree eat lot delicious christmas cheesy chew could say cat alert disaster struck tripped tail ended hospital mouse hole caught fire holey cheese turning worst christmas ever,geronimo stilton,sport training coaching painting child action adventure,geronimo stilton excited christmas could hardly squeak nephew benjamin going trim tree eat lot delicious christmas cheesy chew could say cat alert disaster struck tripped tail ended hospital mouse hole caught fire holey cheese turning worst christmas ever sport training coaching painting child action adventure,2,0,-0.05739342542085018,-1.4931150100407848,-14.632496,-5.9816265
Geronimo Stilton #13 and #14,Geronimo Stilton,3.2,4,467.0,"By completing your purchase you agree to Audible’s Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.",145.0,"['Audible Audiobooks & Originals', 'Animal Action & Adventure for Children', 'Mice', 'Hamsters', 'Guinea Pigs & Squirrels Fiction for Children', 'Humorous Fiction for Children']",Average,Low,Short,1.609438,146,both,completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,geronimo stilton,audible audiobooks original animal action adventure child mouse hamster guinea pig squirrel fiction child humorous fiction child,geronimo stilton completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term audible audiobooks original animal action adventure child mouse hamster guinea pig squirrel fiction child humorous fiction child,2,0,0.6569214148889269,-4.14466623647888,24.773436,-50.95332
Geronimo Stilton #15 and #16,Geronimo Stilton,5.0,6,467.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,Low,Long,1.9459101,122,both,sorry need make sure robot best result please make sure browser accepting cooky,geronimo stilton,,geronimo stilton sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.15393910912237552,-3.298104165874567,-23.388668,-18.32135
"Geronimo Stilton #17: Watch Your Whiskers, Stilton! and Geronimo Stilton #18: Shipwreck on Pirates Island",Geronimo Stilton,4.7,33,468.0,"By completing your purchase you agree to Audible’s Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.",148.0,"['133 in Audible Audiobooks & Originals', 'Mice', 'Hamsters', 'Guinea Pigs & Squirrels Fiction for Children', 'Animal Action & Adventure for Children', 'Animal Fiction for Children']",Excellent,Low,Short,3.5263605,146,both,completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,geronimo stilton watch whisker stilton geronimo stilton shipwreck pirate island,audible audiobooks original mouse hamster guinea pig squirrel fiction child animal action adventure child animal fiction child,geronimo stilton watch whisker stilton geronimo stilton shipwreck pirate island completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term audible audiobooks original mouse hamster guinea pig squirrel fiction child animal action adventure child animal fiction child,2,0,0.49501804048374354,-3.545638194243907,24.66112,-50.901775
"Geronimo Stilton #20 and #21: Surf's Up, Geronimo & The Wild Wild West",Geronimo Stilton,5.0,1,469.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,Low,Long,0.6931472,122,advanced_only,sorry need make sure robot best result please make sure browser accepting cooky,geronimo stilton surf geronimo wild wild west,,geronimo stilton surf geronimo wild wild west sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.13857646508829646,-2.637230636360066,-23.376108,-18.301657
Geronimo Stilton #25: The Search for Sunken Treasure & #26: The Mummy with No Name,Geronimo Stilton,4.5,0,469.0,"#25: The Search for Sunken Treasure ""Holey cheese, what an adventure! I was off to the Ratlápagos Islands with my family in search of a longlost buried treasure. But oh, how I hate traveling! Being on a ship in the middle of the sea wasn't my idea of a 'fabumouse' time. And I was beginning to suspect that we weren't the only ones searching for the treasure....""",139.0,['5 star'],Excellent,Low,Short,0.0,363,both,search sunken treasure holey cheese adventure ratl pagos island family search longlost buried treasure hate traveling ship middle sea idea fabumouse time beginning suspect one searching treasure,geronimo stilton search sunken treasure mummy name,star,geronimo stilton search sunken treasure mummy name search sunken treasure holey cheese adventure ratl pagos island family search longlost buried treasure hate traveling ship middle sea idea fabumouse time beginning suspect one searching treasure star,2,0,-0.11009956852282252,-0.9244888207212553,4.2751527,-1.813552
Geronimo Stilton 22 & 24: The Secret of Cacklefur Castle and The Field Trip to Niagara Falls,Geronimo Stilton,4.5,14,469.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,Low,Long,2.7080503,122,both,sorry need make sure robot best result please make sure browser accepting cooky,geronimo stilton secret cacklefur castle field trip niagara fall,,geronimo stilton secret cacklefur castle field trip niagara fall sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.065721774793245,-3.057571260518884,-23.378517,-18.299465
